Dataset	MAG	Superkindom	Phylumn	Class	Order	Family	Genu	Species	Completeness	Contamination	Size (bp)	Total_cds	Category_L	Percentage
DSGC	SAMN05422226_bin.10	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__TMED27	s__TMED27	95.22	1.231	2447464	2458	115	0.0468
DSGC	SAMN05571518_bin.19	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Arenicellales	f__HyVt-429	g__HyVt-429	s__HyVt-429	94.51	1.371	2629254	2678	153	0.0571
DSGC	SAMN05571518_bin.20	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JAADHQ01	f__JAADHQ01	g__JAADHQ01	s__JAADHQ01	94.54	0.88	2652570	2565	137	0.0534
DSGC	SAMN05571518_bin.2	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__JdFR-85	g__BMS3Bbin07	s__BMS3Bbin07	96.81	1.818	2419667	2401	127	0.0529
DSGC	SAMN05571518_bin.3	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__GCA-002790365	s__GCA-002790365	96.36	0.558	3496053	3493	284	0.0813
DSGC	SAMN05991699_bin.1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium	99.47	1.587	4363766	4262	272	0.0638
DSGC	SAMN05991706_bin.12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio	98.97	0.886	5004874	4672	193	0.0413
DSGC	SAMN05991706_bin.1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax	98.14	1.858	4136461	4138	226	0.0546
DSGC	SAMN05991727_bin.21	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA823	g__UBA823	s__UBA823	91.02	1.139	2405067	2280	76	0.0333
DSGC	SAMN05992385_bin.14	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__UBA9611	s__UBA9611	92.24	3.06	2853557	2903	113	0.0389
DSGC	SAMN05992385_bin.31	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA11138	g__UBA1123	s__UBA1123	98.01	0.99	3399157	3344	131	0.0392
DSGC	SAMN05992385_bin.4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudohongiellaceae	g__UBA9145	s__UBA9145	90.33	0.308	2841086	2614	103	0.0394
DSGC	SAMN05992386_bin.10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__	s__	93.73	2.034	1572517	1557	86	0.0552
DSGC	SAMN05992386_bin.12	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Hankyongella	s__Hankyongella	95.43	1.594	2611670	2527	139	0.055
DSGC	SAMN05992386_bin.16	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__UBA8438	g__DTWD01	s__DTWD01	94.81	4.7	3191224	2934	120	0.0409
DSGC	SAMN05992386_bin.19	d__Bacteria	p__Acidobacteriota	c__UBA890	o__UBA890	f__UBA890	g__UBA890	s__UBA890	90.97	1.566	2433807	2147	86	0.0401
DSGC	SAMN05992386_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Winogradskyella	s__Winogradskyella	99.46	0.495	2837909	2697	132	0.0489
DSGC	SAMN05992386_bin.25	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__UBA3495	f__UBA3495	g__UBA1141	s__UBA1141	94.71	2.31	3302941	3210	123	0.0383
DSGC	SAMN05992386_bin.28	d__Bacteria	p__Planctomycetota	c__UBA8108	o__UBA8108	f__UBA8108	g__UBA8108	s__UBA8108	97.24	4.301	4744292	3578	133	0.0372
DSGC	SAMN05992386_bin.36	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales_A	f__Casp-alpha2	g__Casp-alpha2	s__	95.97	1.409	2329425	2335	87	0.0373
DSGC	SAMN05992386_bin.44	d__Bacteria	p__Chloroflexota	c__UBA11872	o__UBA11872	f__VXNJ01	g__	s__	92.28	0	2263550	2224	103	0.0463
DSGC	SAMN05992386_bin.45	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__	s__	92.53	1.682	2656207	2793	119	0.0426
DSGC	SAMN05992386_bin.4	d__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__UBA8639	g__SPGG5	s__	95.62	2.222	1980587	1968	92	0.0467
DSGC	SAMN05992386_bin.51	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis	96.16	1.054	3237091	3143	168	0.0535
DSGC	SAMN05992386_bin.56	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__	g__	s__	91.39	1.075	2364463	2096	91	0.0434
DSGC	SAMN05992386_bin.67	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__Marinisomatales	f__TCS55	g__TCS55	s__	98.83	0	2172347	2098	84	0.04
DSGC	SAMN05992386_bin.68	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Arenicellales	f__UBA868	g__REDSEA-S09-B13	s__	96.03	1.829	3365493	3308	116	0.0351
DSGC	SAMN05992386_bin.70	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__MedAcidi-G1	g__S20-B6	s__	96.58	2.136	2421033	2376	101	0.0425
DSGC	SAMN05992386_bin.74	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Parvularculaceae	g__Marinicaulis	s__	98.1	1.497	3413510	3439	147	0.0427
DSGC	SAMN05992386_bin.77	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__KS3-K002	f__JABDQB01	g__CAJWLK01	s__	95.53	3.996	2753456	2378	82	0.0345
DSGC	SAMN05992386_bin.81	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SAR202	f__UBA826	g__GCA-002712965	s__GCA-002712965	94.05	1.98	2120755	2064	83	0.0402
DSGC	SAMN05992386_bin.83	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__	95.81	1.753	3472367	3371	113	0.0335
DSGC	SAMN05992386_bin.84	d__Archaea	p__Thermoplasmatota	c__Poseidoniia	o__MGIII	f__CG-Epi1	g__UBA8886	s__	90.4	0	1244545	1204	59	0.049
DSGC	SAMN05992386_bin.85	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Limnobacter	s__Limnobacter	99	0.788	3426980	3389	156	0.046
DSGC	SAMN05992386_bin.86	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__UBA1096	g__UBA1096	s__UBA1096	97.63	1.351	4116021	3282	104	0.0317
DSGC	SAMN06226860_bin.2	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__Mariprofundus	s__	97.05	1.68	2414665	2460	149	0.0606
DSGC	SAMN06226861_bin.10	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__PS1	f__Thioglobaceae	g__Thioglobus_C	s__Thioglobus_C	97.51	0.794	1171017	1343	86	0.064
DSGC	SAMN06226862_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-001735895	f__GCA-001735895	g__	s__	92.87	2.413	3381818	3412	249	0.073
DSGC	SAMN06226862_bin.16	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__Mariprofundus	s__	91.33	4.341	2292094	2310	139	0.0602
DSGC	SAMN06226862_bin.19	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__Mariprofundus	s__	96	1.844	2564247	2597	178	0.0685
DSGC	SAMN06226862_bin.1	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__UBA11606	g__SZUA-87	s__	93.33	4.7	3330339	3667	182	0.0496
DSGC	SAMN06226862_bin.20	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__UBA1135	g__GCA-2746235	s__	92.29	1.344	2933344	2751	108	0.0393
DSGC	SAMN06226862_bin.5	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__	94.7	4.61	1931487	2199	146	0.0664
DSGC	SAMN06226862_bin.8	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__	93.9	0.176	2472703	2450	151	0.0616
DSGC	SAMN06226863_bin.10	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__AB-137-C09	s__	98.73	0.84	2681647	2479	157	0.0633
DSGC	SAMN06226863_bin.18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__JAADID01	s__	93.08	1.881	3532320	3276	145	0.0443
DSGC	SAMN06226863_bin.53	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAADDB01	f__JAADDB01	g__JAADDB01	s__	97.27	2	3764239	3343	213	0.0637
DSGC	SAMN06226864_bin.10	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__	s__	90.58	0.732	4285466	3899	201	0.0516
DSGC	SAMN06226864_bin.11	d__Archaea	p__Hydrothermarchaeota	c__Hydrothermarchaeia	o__Hydrothermarchaeales	f__BMS3B	g__BMS3B	s__	96.18	1.869	1798809	2348	113	0.0481
DSGC	SAMN06226864_bin.12	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA5972	s__UBA5972	96.79	2.293	2692609	2823	146	0.0517
DSGC	SAMN06226864_bin.16	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__LZORAL124-64-63	f__LZORAL124-64-63	g__	s__	99.8	0.549	2776329	2447	115	0.047
DSGC	SAMN06226864_bin.18	d__Bacteria	p__CG2-30-53-67	c__CG2-30-53-67	o__CG2-30-53-67	f__CG2-30-53-67	g__JAADIO01	s__JAADIO01	91.32	2.155	2682063	2435	100	0.0411
DSGC	SAMN06226864_bin.19	d__Bacteria	p__CG2-30-53-67	c__CG2-30-53-67	o__CG2-30-53-67	f__CG2-30-53-67	g__	s__	96.55	1.724	2600344	2385	86	0.0361
DSGC	SAMN06226864_bin.23	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__S012-135	g__S012-135	s__	97.91	2.171	2903791	2560	158	0.0617
DSGC	SAMN06226864_bin.24	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__SZUA-181	s__	97.05	1.097	2088008	2263	162	0.0716
DSGC	SAMN06226864_bin.25	d__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__	s__	97.73	1.098	4172357	3296	165	0.0501
DSGC	SAMN06226864_bin.26	d__Bacteria	p__Marinisomatota	c__UBA8477	o__UBA8477	f__	g__	s__	94.5	1.098	3024831	2814	249	0.0885
DSGC	SAMN06226864_bin.27	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__JAJRXK01	f__JAJRXK01	g__	s__	97.8	1.098	3200149	2591	120	0.0463
DSGC	SAMN06226864_bin.30	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__WFQV01	s__	99.44	1.117	3571894	3125	165	0.0528
DSGC	SAMN06226864_bin.32	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__JdFR-85	g__JAADIE01	s__	100	2.727	2652053	2786	177	0.0635
DSGC	SAMN06226864_bin.33	d__Bacteria	p__Desulfobacterota_F	c__GWC2-55-46	o__GWC2-55-46	f__JADFVP01	g__JAJRZX01	s__	94.83	2.58	2231857	1986	94	0.0473
DSGC	SAMN06226864_bin.3	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__J005	s__	97.89	3.208	1768317	1944	116	0.0597
DSGC	SAMN06226864_bin.6	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JACKNK01	f__JACKNK01	g__	s__	94.78	1.915	2872731	2595	142	0.0547
DSGC	SAMN06240272_bin.3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia	97.57	0.358	4617166	4382	197	0.045
DSGC	SAMN06240273_bin.8	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella	s__Salmonella	95.92	0.587	4833208	4702	199	0.0423
DSGC	SAMN06251742_bin.103	d__Bacteria	p__4484-113	c__4484-113	o__4484-113	f__4484-113	g__4484-113	s__4484-113	99.13	0	2064261	1911	95	0.0497
DSGC	SAMN06251742_bin.108	d__Bacteria	p__Latescibacterota	c__4484-107	o__4484-107	f__4484-107	g__4484-107	s__4484-107	93.42	1.098	3085482	3017	135	0.0447
DSGC	SAMN06251742_bin.120	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermofilales	f__B69-G16	g__B69-G16	s__B69-G16	94.11	0	1497310	1693	102	0.0602
DSGC	SAMN06251742_bin.124	d__Bacteria	p__UBA3054	c__UBA3054	o__UBA3054	f__B51-G9	g__B51-G9	s__	90.74	3.547	2504865	2241	99	0.0442
DSGC	SAMN06251742_bin.131	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__EX4484-135	f__B24-G1	g__	s__	95.32	0	1203072	1355	75	0.0554
DSGC	SAMN06251742_bin.145	d__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__B119-G9	f__B119-G9	g__B119-G9	s__B119-G9	90.03	1.29	2895469	2897	165	0.057
DSGC	SAMN06251742_bin.152	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__Sulfurovum	93.26	3.346	1961303	2233	108	0.0484
DSGC	SAMN06251742_bin.173	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B25	f__B25	g__EX4484-218	s__EX4484-218	98.59	0.623	1400221	1718	90	0.0524
DSGC	SAMN06251742_bin.185	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__UBA10806	f__4484-95	g__4484-95	s__4484-95	97.8	2.297	2559626	2450	122	0.0498
DSGC	SAMN06251742_bin.188	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__JdFR-43	g__JAGGXW01	s__	90.75	2.56	1498377	1847	172	0.0931
DSGC	SAMN06251742_bin.18	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__PIYF01	s__PIYF01	95.32	1.401	1007383	1186	70	0.059
DSGC	SAMN06251742_bin.204	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__F082	g__JAADID01	s__	92.2	0.604	3415701	3097	137	0.0442
DSGC	SAMN06251742_bin.251	d__Bacteria	p__B130-G9	c__B130-G9	o__B130-G9	f__B130-G9	g__B130-G9	s__B130-G9	92.24	0	2696703	2369	131	0.0553
DSGC	SAMN06251742_bin.29	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A	98.01	0.437	1842310	2120	104	0.0491
DSGC	SAMN06251742_bin.2	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__TCS61	g__4484-275	s__4484-275	99.93	0	2306177	2063	124	0.0601
DSGC	SAMN06251742_bin.32	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__EX4572-44	g__EX4572-44	s__EX4572-44	96.4	0.98	1488290	1604	100	0.0623
DSGC	SAMN06251742_bin.40	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__TCS61	g__DRTC01	s__DRTC01	95.35	0.649	3064873	2802	193	0.0689
DSGC	SAMN06251742_bin.58	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__C00003060	f__C00003060	g__B23-G16	s__B23-G16	90.3	0	2194319	2117	117	0.0553
DSGC	SAMN06251742_bin.64	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__JdFR-43	g__B78-G9	s__B78-G9	95.2	1.661	1537303	1766	95	0.0538
DSGC	SAMN06251742_bin.74	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__EX4484-217-1	f__EX4484-217-1	g__EX4484-217-1	s__EX4484-217-1	98.52	1.47	1668182	2035	121	0.0595
DSGC	SAMN06251743_bin.101	d__Bacteria	p__UBP14	c__UBA6098	o__4484-93	f__4484-93	g__4484-93	s__4484-93	94.5	0	1993746	1867	118	0.0632
DSGC	SAMN06251743_bin.117	d__Archaea	p__Halobacteriota	c__Syntropharchaeia	o__Syntropharchaeales	f__Syntropharchaeaceae	g__Syntropharchaeum_A	s__	94.44	0.326	1522639	1712	115	0.0672
DSGC	SAMN06251743_bin.136	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__B24-G6	s__	99.18	0.406	1292137	1329	74	0.0557
DSGC	SAMN06251743_bin.137	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__BS750m-G37	s__	90.45	0.909	3585678	3289	182	0.0553
DSGC	SAMN06251743_bin.140	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__B18-G2	g__B18-G2	s__B18-G2	96.4	0.8	901761	1032	72	0.0698
DSGC	SAMN06251743_bin.143	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__4484-230	s__4484-230	98.37	1.481	2233304	2275	108	0.0475
DSGC	SAMN06251743_bin.145	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__Krumholzibacteriales	f__Krumholzibacteriaceae	g__4484-7	s__4484-7	93.4	3.296	2557852	2194	98	0.0447
DSGC	SAMN06251743_bin.146	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Ignisphaeraceae	g__QMWT01	s__QMWT01	97.46	0.474	1776184	2031	99	0.0487
DSGC	SAMN06251743_bin.150	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__4484-190-2	s__4484-190-2	93.87	1.29	4708316	4466	225	0.0504
DSGC	SAMN06251743_bin.156	d__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca_B	s__Desulfobacca_B	95.13	0.86	2363592	2314	147	0.0635
DSGC	SAMN06251743_bin.162	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__JAJRXK01	f__JAJRXK01	g__	s__	94.5	1.298	3498832	3164	153	0.0484
DSGC	SAMN06251743_bin.176	d__Bacteria	p__Planctomycetota	c__E44-bin39	o__E44-bin39	f__	g__	s__	95.69	2.751	2134333	2021	124	0.0614
DSGC	SAMN06251743_bin.183	d__Bacteria	p__Omnitrophota	c__4484-213	o__4484-213	f__4484-213	g__	s__	90.25	0	1036503	1111	56	0.0504
DSGC	SAMN06251743_bin.188	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__JdFR-41	s__	94.11	1.633	1716416	2080	215	0.1034
DSGC	SAMN06251743_bin.191	d__Bacteria	p__UBP14	c__UBA6098	o__UBA6098	f__UBA6098	g__	s__	96.02	2.297	2207463	2041	96	0.047
DSGC	SAMN06251743_bin.199	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermocladiaceae	g__	s__	99.26	4.044	1948336	2511	121	0.0482
DSGC	SAMN06251743_bin.212	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Methanomethylicales	f__JAGHCH01	g__JAGHCH01	s__JAGHCH01	97.12	0	1434042	1743	102	0.0585
DSGC	SAMN06251743_bin.215	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__DRPN01	s__	97.38	2.142	3650167	3238	116	0.0358
DSGC	SAMN06251743_bin.216	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__NBVN01	g__EX4484-204	s__	99.36	4.43	1719645	2000	115	0.0575
DSGC	SAMN06251743_bin.221	d__Bacteria	p__Campylobacterota	c__Desulfurellia	o__Desulfurellales	f__JAGGSF01	g__JAGGSF01	s__JAGGSF01	95.12	0.813	1143058	1215	67	0.0551
DSGC	SAMN06251743_bin.233	d__Bacteria	p__B130-G9	c__B130-G9	o__B130-G9	f__	g__	s__	93.1	0	2709222	2207	126	0.0571
DSGC	SAMN06251743_bin.250	d__Bacteria	p__Calditrichota	c__Calditrichia	o__RBG-13-44-9	f__RBG-13-44-9	g__4484-188	s__4484-188	95.6	1.648	4632021	3955	219	0.0554
DSGC	SAMN06251743_bin.253	d__Bacteria	p__Latescibacterota	c__MVCY01	o__MVCY01	f__MVCY01	g__MVCY01	s__MVCY01	95.53	3.296	2242619	2053	119	0.058
DSGC	SAMN06251743_bin.25	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__QNZT01	g__	s__	93.76	1.219	1941690	2045	98	0.0479
DSGC	SAMN06251743_bin.262	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__B30-G15	s__B30-G15	90.45	2.727	3513302	3306	199	0.0602
DSGC	SAMN06251743_bin.266	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__JGIOTU-2	g__JAGMCF01	s__JAGMCF01	91.37	2.037	1542047	1547	126	0.0814
DSGC	SAMN06251743_bin.268	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__B26-1	g__B26-1	s__B26-1	98.59	2.803	1669040	1753	105	0.0599
DSGC	SAMN06251743_bin.269	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__DSCA01	g__	s__	91.95	0.8	1368989	1585	82	0.0517
DSGC	SAMN06251743_bin.278	d__Bacteria	p__Latescibacterota	c__4484-107	o__B68-G9	f__B68-G9	g__B68-G9	s__B68-G9	93.3	1.098	2289806	2335	96	0.0411
DSGC	SAMN06251743_bin.280	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__JAJRXK01	f__JAJRXK01	g__	s__	97.8	1.098	2921841	2387	115	0.0482
DSGC	SAMN06251743_bin.46	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__QNZT01	g__SZUA-1433	s__	92.24	3.699	2367767	2669	146	0.0547
DSGC	SAMN06251743_bin.54	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__JdFR-80	g__JdFR-80	s__JdFR-80	93.79	3.899	2781735	2303	100	0.0434
DSGC	SAMN06251743_bin.57	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__B8-G9	g__B8-G9	s__B8-G9	93.08	4.395	1911323	1680	107	0.0637
DSGC	SAMN06251743_bin.61	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosalsimonadaceae	g__	s__	95.48	0.215	3014210	2823	138	0.0489
DSGC	SAMN06251743_bin.69	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfosudaceae	g__Desulfosudis	s__Desulfosudis	98.7	0.645	2636085	2318	120	0.0518
DSGC	SAMN06251743_bin.74	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__4484-100	s__4484-100	97.8	0.549	2389708	2277	131	0.0575
DSGC	SAMN06251743_bin.76	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__	s__	92.3	0	2080175	1972	104	0.0527
DSGC	SAMN06251743_bin.87	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__	96.74	4.065	1905983	1997	87	0.0436
DSGC	SAMN06251743_bin.93	d__Bacteria	p__Desulfobacterota_E	c__Anaeroferrophillalia	o__Anaeroferrophillales	f__Anaeroferrophillaceae	g__DQWO01	s__DQWO01	91.55	1.236	2653632	2689	150	0.0558
DSGC	SAMN06251743_bin.96	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__4484-276	g__4484-276	s__	92.47	1.792	3628354	2872	133	0.0463
DSGC	SAMN06251743_bin.99	d__Bacteria	p__KSB1	c__UBA2214	o__UBA2214	f__Zgenome-0027	g__JAJRST01	s__	95.53	0	5717800	4587	194	0.0423
DSGC	SAMN06264663_bin.25	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__JGIOTU-2	g__JGIOTU-2	s__JGIOTU-2	96.7	0	1974009	1874	123	0.0656
DSGC	SAMN06264663_bin.2	d__Bacteria	p__Thermotogota	c__Thermotogae	o__B21-G9	f__HyVt-16	g__HyVt-16	s__HyVt-16	96.61	1.694	2131017	2157	114	0.0529
DSGC	SAMN06264663_bin.46	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__B111-G9	s__B111-G9	95.8	1.935	2615208	2596	109	0.042
DSGC	SAMN06264663_bin.53	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus	95.54	0.742	1558689	1815	93	0.0512
DSGC	SAMN06264663_bin.58	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__B10-G9	s__B10-G9	90	2.809	3087815	2956	156	0.0528
DSGC	SAMN06264663_bin.60	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__JGIOTU-2	f__JGIOTU-2	g__JGIOTU-2	s__JGIOTU-2	97.8	0	2250194	2090	151	0.0722
DSGC	SAMN06264663_bin.81	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__DRPN01	s__DRPN01	97.31	1.612	2787485	2331	128	0.0549
DSGC	SAMN06264874_bin.27	d__Bacteria	p__Desulfobacterota	c__Desulfofervidia	o__Desulfofervidales	f__Desulfofervidaceae	g__	s__	96.2	3.252	1864891	1988	117	0.0589
DSGC	SAMN06264874_bin.38	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanogasteraceae	g__Methanogaster	s__Methanogaster	92.64	0.653	1609880	1884	109	0.0579
DSGC	SAMN06264874_bin.69	d__Bacteria	p__WOR-3	c__Hydrothermia	o__B15-G9	f__DRBW01	g__DRBW01	s__DRBW01	90.53	1.648	1823872	1922	104	0.0541
