GeneCluster	RGC	REG_rate	Mem
DSM_0002662696	TS	0.00 	3
Soil_0061187067	TS	0.00 	8
DSM_0137770091	TS	0.00 	3
Soil_0027095200	TS	0.00 	3
DSM_0068566156	TS	0.01 	73
DSM_0033391662	TS	0.09 	22
DSM_0277914291	TS	0.00 	60
DSM_0337437230	TS	0.00 	50
Soil_0140219431	TS	0.00 	63
DSM_0084267326	TS	0.00 	3
DSM_0430836466	TS	0.33 	3
DSM_0374214005	TS	0.00 	10
DSM_0031895425	TS	0.25 	4
Soil_0117479500	TS	0.00 	4
Soil_0115979436	TS	0.27 	11
DSM_0097871785	TS	0.05 	38
Soil_0016141038	TS	0.67 	3
DSM_0229113647	TS	0.06 	18
Soil_0090699618	TS	0.13 	8
Soil_0072481951	TS	0.15 	13
OM-RGC.v2.030308463	TS	0.16 	77
Soil_0102509363	TS	0.00 	6
DSM_0158881191	TS	0.00 	4
DSM_0343211897	TS	0.00 	16
DSM_0317193306	TS	0.00 	5
Soil_0039081068	TS	0.08 	39
DSM_0370674593	TS	0.00 	6
DSM_0338777801	TS	0.00 	4
Soil_0125175621	TS	0.03 	30
Soil_0139538954	TS	0.07 	14
DSM_0042879574	TS	0.23 	26
DSM_0459459329	TS	0.00 	56
Soil_0155580257	TS	0.00 	5
Soil_0064511209	TS	0.03 	119
DSM_0230802750	TS	0.00 	11
DSM_0237353835	TS	0.00 	16
Soil_0076139125	TS	0.11 	36
DSM_0295263513	TS	0.08 	13
Soil_0030076595	TS	0.00 	5
DSM_0017457377	TS	0.00 	3
DSM_0381826061	TS	0.10 	10
DSM_0289216176	TS	0.00 	7
DSM_0032739184	TS	0.15 	62
DSM_0025803232	TS	0.00 	8
DSM_0132739136	TS	0.02 	127
DSM_0221898239	TS	0.00 	3
DSM_0252326360	TS	0.17 	12
DSM_0405277773	TS	0.13 	15
DSM_0257785522	TS	0.00 	12
Soil_0129945276	TS	0.33 	6
OM-RGC.v2.001577169	TS	0.03 	40
DSM_0333658185	TS	0.00 	3
OM-RGC.v2.000466760	TS	0.00 	8
OM-RGC.v2.033052750	TS	0.00 	16
Soil_0068591100	TS	0.05 	56
OM-RGC.v2.026308594	TS	0.00 	6
DSM_0455643434	TS	0.00 	12
DSM_0345509191	TS	0.00 	7
DSM_0368655255	TS	0.00 	5
DSM_0186748037	TS	0.00 	4
Soil_0127609872	TS	0.05 	40
Soil_0046856981	TS	0.05 	39
Soil_0157373477	TS	0.01 	80
DSM_0215535699	TS	0.38 	8
DSM_0461156080	TS	0.00 	7
DSM_0171695446	TS	0.07 	30
DSM_0050346026	TS	0.00 	38
DSM_0080178323	TS	0.01 	140
OM-RGC.v2.025055252	TS	0.00 	4
Soil_0140730944	TS	0.09 	11
Soil_0073855768	TS	0.20 	10
DSM_0036138696	TS	0.00 	4
DSM_0383958733	TS	0.00 	7
Soil_0143763705	TS	0.00 	14
Soil_0127015134	TS	0.50 	4
Soil_0038057236	TS	0.03 	39
DSM_0136032504	TS	0.00 	4
Soil_0102385653	TS	0.00 	11
Soil_0025854145	TS	0.05 	87
Soil_0030799806	TS	0.02 	60
DSM_0288042498	TS	0.00 	7
DSM_0202776379	TS	0.08 	12
Soil_0025077108	TS	0.11 	18
DSM_0216618868	TS	0.00 	10
DSM_0327817091	TS	0.09 	11
DSM_0024756622	TS	0.00 	14
OM-RGC.v2.036440396	TS	0.00 	6
DSM_0159753179	TS	0.06 	18
OM-RGC.v2.040920521	TS	0.13 	8
DSM_0375275292	TS	0.00 	6
DSM_0428064554	TS	0.29 	7
Soil_0016078619	TS	0.00 	4
Soil_0077638077	TS	0.04 	49
DSM_0169854374	TS	0.00 	3
DSM_0176140870	TS	0.14 	22
OM-RGC.v2.000738853	TS	0.00 	7
Soil_0049583000	TS	0.04 	45
Soil_0132308597	TS	0.06 	54
DSM_0385437602	TS	0.09 	22
DSM_0156207349	TS	0.06 	34
OM-RGC.v2.012813137	TS	0.08 	25
Soil_0064224597	TS	0.01 	115
DSM_0239109035	TS	0.00 	16
DSM_0330394097	TS	0.00 	7
Soil_0095918095	TS	0.07 	14
OM-RGC.v2.029959578	TS	0.00 	7
DSM_0441095190	TS	0.02 	52
Soil_0095370987	TS	0.00 	12
Soil_0008026020	TS	0.06 	18
Soil_0071334291	TS	0.11 	19
DSM_0265848646	TS	0.06 	16
Soil_0140210798	TS	0.00 	15
DSM_0428847416	TS	0.14 	22
DSM_0375348934	TS	0.00 	13
Soil_0119206512	TS	0.03 	35
Soil_0102695081	TS	0.00 	15
DSM_0006950521	TS	0.00 	5
DSM_0320815203	TS	0.03 	36
Soil_0052470677	TS	0.00 	79
Soil_0104309571	TS	0.01 	167
DSM_0465634687	TS	0.00 	13
DSM_0231703287	TS	0.20 	5
DSM_0174378754	TS	0.00 	3
DSM_0457311154	TS	0.00 	31
DSM_0041749536	TS	0.00 	5
Soil_0122675909	TS	0.05 	149
Soil_0114959148	TS	0.00 	4
Soil_0074138785	TS	0.00 	8
DSM_0131835564	TS	0.05 	55
DSM_0265402878	TS	0.00 	3
Soil_0056108583	TS	0.00 	42
DSM_0219538589	TS	0.01 	188
DSM_0484099419	TS	0.00 	12
Soil_0105890004	TS	0.00 	13
Soil_0023884965	TS	0.08 	12
Soil_0007179498	TS	0.00 	39
Soil_0071728460	TS	0.13 	30
DSM_0313439631	TS	0.00 	3
DSM_0288424350	TS	0.00 	9
DSM_0083529568	TS	0.05 	21
DSM_0133261550	TS	0.05 	19
DSM_0190364881	TS	0.25 	4
DSM_0086147036	TS	0.00 	4
DSM_0321688862	TS	0.00 	20
Soil_0024879397	TS	0.00 	4
DSM_0365898947	TS	0.00 	4
DSM_0102189152	TS	0.00 	5
DSM_0049079685	TS	0.04 	24
DSM_0181988179	TS	0.00 	3
DSM_0454829886	TS	0.00 	10
Soil_0157693801	TS	0.33 	3
DSM_0468654639	TS	0.00 	13
DSM_0450761879	TS	0.00 	11
DSM_0156370848	TS	0.00 	12
DSM_0325537056	TS	0.00 	3
DSM_0036358082	TS	0.00 	5
DSM_0016973254	TS	0.00 	55
Soil_0097579748	TS	0.00 	71
DSM_0307461982	TS	0.00 	4
OM-RGC.v2.029426502	TS	0.00 	10
DSM_0047960048	TS	0.00 	5
Soil_0118603941	TS	0.03 	31
DSM_0307170564	TS	0.13 	32
Soil_0071556600	TS	0.00 	32
DSM_0192357608	TS	0.33 	3
DSM_0207166358	TS	0.00 	9
OM-RGC.v2.041741991	TS	0.03 	96
DSM_0336230170	TS	0.00 	16
DSM_0369550704	TS	0.00 	5
DSM_0424224282	TS	0.25 	4
DSM_0371042876	TS	0.00 	5
DSM_0422244945	TS	0.00 	52
Soil_0066278866	TS	0.00 	9
DSM_0404680818	TS	0.17 	6
DSM_0476765274	TS	0.00 	54
DSM_0260944383	TS	0.06 	34
DSM_0249427957	TS	0.00 	14
DSM_0172311251	TS	0.00 	12
DSM_0456947097	TS	0.00 	20
OM-RGC.v2.006218841	TS	0.03 	32
DSM_0258529512	TS	0.00 	4
DSM_0346822163	TS	0.15 	13
OM-RGC.v2.018260445	TS	0.00 	3
Soil_0019847549	TS	0.06 	31
OM-RGC.v2.033706621	TS	0.14 	7
DSM_0340552625	TS	0.00 	15
DSM_0445074587	TS	0.09 	11
DSM_0118454267	TS	0.00 	12
DSM_0039707484	TS	0.00 	22
DSM_0281900233	TS	0.11 	19
DSM_0149330729	TS	0.00 	6
DSM_0500337544	TS	0.00 	15
DSM_0120059927	TS	0.00 	4
DSM_0012964425	TS	0.00 	5
DSM_0042522821	TS	0.25 	4
DSM_0250439112	TS	0.06 	35
DSM_0145189507	TS	0.00 	8
Soil_0101891878	TS	0.03 	79
DSM_0445122185	TS	0.00 	11
OM-RGC.v2.027270697	TS	0.25 	4
Soil_0075401935	TS	0.02 	179
OM-RGC.v2.003137552	TS	0.00 	24
DSM_0143622951	TS	0.13 	16
DSM_0041335856	TS	0.11 	9
DSM_0137426668	TS	0.00 	3
DSM_0104856887	TS	0.04 	53
DSM_0488559039	TS	0.00 	6
Soil_0001107013	TS	0.00 	12
DSM_0332111787	TS	0.00 	4
OM-RGC.v2.033987005	TS	0.17 	6
DSM_0348362377	TS	0.00 	30
DSM_0242983466	TS	0.03 	34
DSM_0254222977	TS	0.00 	3
DSM_0074102171	TS	0.06 	18
DSM_0169112274	TS	0.04 	26
DSM_0352807274	TS	0.00 	10
DSM_0035573897	TS	0.25 	8
OM-RGC.v2.001702797	TS	0.00 	3
DSM_0220064844	TS	0.25 	4
DSM_0088916191	TS	0.00 	20
Soil_0106871290	TS	0.05 	60
DSM_0359958925	TS	0.00 	21
DSM_0236920715	TS	0.00 	3
DSM_0386505007	TS	0.00 	11
DSM_0035559856	TS	0.00 	3
Soil_0102343786	TS	0.06 	17
DSM_0217784182	TS	0.00 	7
DSM_0463541274	TS	0.14 	7
DSM_0379524979	TS	0.10 	51
DSM_0228507697	TS	0.11 	9
DSM_0009710247	TS	0.11 	9
DSM_0167966189	TS	0.00 	22
DSM_0176454264	TS	0.00 	13
DSM_0291227831	TS	0.05 	20
OM-RGC.v2.014213568	TS	0.00 	8
Soil_0016543784	TS	0.02 	133
DSM_0385541247	TS	0.00 	13
DSM_0357135225	TS	0.33 	3
DSM_0203613995	TS	0.00 	8
DSM_0097265699	TS	0.00 	5
Soil_0074068730	TS	0.09 	22
DSM_0264585703	TS	0.25 	4
DSM_0079185842	TS	0.00 	14
DSM_0324018855	TS	0.33 	3
Soil_0037943395	TS	0.00 	7
DSM_0241366367	TS	0.11 	9
Soil_0145650113	TS	0.00 	37
Soil_0099953710	TS	0.11 	65
DSM_0220771423	TS	0.23 	13
Soil_0157313729	TS	0.03 	100
OM-RGC.v2.030398558	TS	0.00 	4
Soil_0156886383	TS	0.00 	5
DSM_0022738952	TS	0.00 	3
DSM_0173850605	TS	0.13 	16
DSM_0494474539	TS	0.00 	19
Soil_0076498717	TS	0.25 	4
OM-RGC.v2.000510685	TS	0.00 	4
Soil_0099487234	TS	0.00 	7
DSM_0494518884	TS	0.33 	3
Soil_0055398977	TS	0.20 	5
DSM_0179233366	TS	0.00 	5
DSM_0158374003	TS	0.00 	3
DSM_0499698202	TS	0.00 	5
Soil_0076001856	TS	0.00 	21
Soil_0036647434	TS	0.00 	14
DSM_0142683458	TS	0.00 	6
Soil_0128509354	TS	0.06 	51
DSM_0184545489	TS	0.00 	8
DSM_0230526129	TS	0.00 	5
DSM_0134095855	TS	0.00 	16
DSM_0081017581	TS	0.09 	11
Soil_0122856582	TS	0.00 	88
DSM_0357952375	TS	0.20 	5
DSM_0415954931	TS	0.02 	119
DSM_0134909363	TS	0.17 	12
OM-RGC.v2.024771011	TS	0.00 	6
DSM_0496430820	TS	0.00 	41
DSM_0352319682	TS	0.00 	3
DSM_0278857058	TS	0.08 	12
DSM_0013643271	TS	0.00 	5
DSM_0127933670	TS	0.00 	4
DSM_0093971099	TS	0.00 	6
DSM_0442334222	TS	0.09 	11
DSM_0156777502	TS	0.02 	83
DSM_0336518115	TS	0.00 	31
OM-RGC.v2.044667761	TS	0.00 	14
DSM_0371636794	TS	0.11 	18
DSM_0259172781	TS	0.00 	45
DSM_0002349392	TS	0.00 	6
OM-RGC.v2.029772757	TS	0.00 	3
DSM_0272845653	TS	0.04 	23
DSM_0369004507	TS	0.00 	87
DSM_0392966674	TS	0.00 	3
Soil_0103010094	TS	0.00 	6
DSM_0074883542	TS	0.00 	10
Soil_0102572268	TS	0.00 	5
Soil_0089889240	TS	0.09 	11
DSM_0263042395	TS	0.11 	18
DSM_0339171269	TS	0.00 	13
DSM_0032336158	TS	0.00 	21
OM-RGC.v2.040318110	TS	0.00 	10
DSM_0475925649	TS	0.00 	8
DSM_0468516257	TS	0.00 	11
DSM_0318811984	TS	0.00 	7
DSM_0008596451	TS	0.00 	20
Soil_0034525888	TS	0.00 	8
DSM_0438390859	TS	0.00 	14
Soil_0069439856	TS	0.01 	84
DSM_0319251379	TS	0.02 	87
Soil_0116839015	TS	0.00 	15
DSM_0372255525	TS	0.03 	70
Soil_0106638828	TS	0.00 	12
DSM_0143145052	TS	0.00 	6
DSM_0044861429	TS	0.00 	7
OM-RGC.v2.040126437	TS	0.00 	7
DSM_0258837124	TS	0.08 	13
DSM_0406117621	TS	0.00 	8
DSM_0024913431	TS	0.00 	14
OM-RGC.v2.000080839	TS	0.00 	3
DSM_0260764971	TS	0.00 	10
DSM_0188939278	TS	0.00 	14
DSM_0000586462	TS	0.20 	30
DSM_0363789331	TS	0.00 	4
DSM_0212781632	TS	0.04 	24
DSM_0464343546	TS	0.00 	9
DSM_0131045567	TS	0.00 	18
OM-RGC.v2.003795302	TS	0.00 	5
Soil_0153389548	TS	0.00 	15
DSM_0058804186	TS	0.00 	9
Soil_0101237454	TS	0.00 	16
Soil_0124596931	TS	0.00 	12
DSM_0415994239	TS	0.00 	4
Soil_0098593168	TS	0.02 	41
Soil_0132895631	TS	0.04 	23
Soil_0143767718	TS	0.00 	22
Soil_0075960540	TS	0.00 	7
DSM_0203062275	TS	0.14 	7
OM-RGC.v2.011777916	TS	0.07 	68
DSM_0148852408	TS	0.00 	14
Soil_0099586132	TS	0.00 	22
Soil_0064496818	TS	0.15 	13
DSM_0416834731	TS	0.09 	11
Soil_0077892530	TS	0.03 	37
DSM_0318157024	TS	0.00 	13
DSM_0200723662	TS	0.00 	55
Soil_0018685771	TS	0.00 	39
Soil_0112130373	TS	0.00 	20
DSM_0477332839	TS	0.00 	9
Soil_0028461024	TS	0.00 	7
DSM_0418268168	TS	0.00 	9
Soil_0069900420	TS	0.00 	3
Soil_0151285721	TS	0.17 	23
DSM_0051249733	TS	0.17 	6
DSM_0465602950	TS	0.00 	3
DSM_0273448956	TS	0.33 	3
DSM_0454454163	TS	0.07 	28
DSM_0076834453	TS	0.10 	30
Soil_0021691885	TS	0.11 	62
DSM_0244463288	TS	0.00 	7
DSM_0201187819	TS	0.04 	27
DSM_0228587150	TS	0.00 	20
DSM_0078883100	TS	0.05 	80
Soil_0141708012	TS	0.05 	65
DSM_0025102800	TS	0.00 	23
DSM_0205243189	TS	0.03 	35
DSM_0232715812	TS	0.00 	4
DSM_0337033675	TS	0.03 	35
Soil_0053031641	TS	0.02 	52
DSM_0271036551	TS	0.00 	5
DSM_0053888670	TS	0.00 	3
DSM_0012756778	TS	0.11 	9
DSM_0321079723	TS	0.08 	25
Soil_0144300837	TS	0.05 	43
DSM_0067257432	TS	0.06 	18
Soil_0069985640	TS	0.00 	7
DSM_0430101936	TS	0.00 	27
DSM_0322317557	TS	0.00 	5
DSM_0357673089	TS	0.00 	11
OM-RGC.v2.000764295	TS	0.00 	11
DSM_0034697393	TS	0.20 	5
DSM_0237357043	TS	0.09 	32
Soil_0091069557	TS	0.00 	10
DSM_0202789474	TS	0.00 	11
Soil_0117869998	TS	0.00 	18
Soil_0094335914	TS	0.00 	5
Soil_0066874266	TS	0.14 	7
DSM_0310262702	TS	0.08 	51
Soil_0092700040	TS	0.00 	97
DSM_0193644998	TS	0.00 	5
Soil_0038066575	TS	0.00 	21
Soil_0119522062	TS	0.00 	6
DSM_0360311620	TS	0.00 	14
Soil_0045302727	TS	0.13 	15
DSM_0093875249	TS	0.11 	9
DSM_0261492667	TS	0.00 	15
DSM_0123320026	TS	0.04 	51
DSM_0128164683	TS	0.00 	6
DSM_0201017186	TS	0.05 	21
DSM_0434181850	TS	0.25 	4
DSM_0025819141	TS	0.00 	10
DSM_0228459489	TS	0.00 	7
DSM_0125728934	TS	0.00 	23
Soil_0061210973	TS	0.02 	54
DSM_0130371252	TS	0.00 	216
DSM_0174794692	TS	0.00 	4
DSM_0012868660	TS	0.00 	43
DSM_0373623151	TS	0.00 	8
Soil_0081428848	TS	0.04 	45
DSM_0288842683	TS	0.00 	3
OM-RGC.v2.000682586	TS	0.00 	17
DSM_0396583298	TS	0.00 	6
Soil_0023245057	TS	0.00 	24
DSM_0084003054	TS	0.00 	9
DSM_0024968620	TS	0.06 	18
DSM_0410212253	TS	0.03 	64
DSM_0261107384	TS	0.33 	3
DSM_0494043179	TS	0.00 	19
DSM_0126703169	TS	0.00 	6
DSM_0047759663	TS	0.00 	7
Soil_0033824088	TS	0.08 	36
DSM_0142283620	TS	0.00 	9
DSM_0250578553	TS	0.00 	3
DSM_0427230182	TS	0.00 	28
DSM_0273349061	TS	0.38 	8
DSM_0472616339	TS	0.00 	4
DSM_0021926361	TS	0.00 	6
DSM_0471356695	TS	0.00 	29
DSM_0252710425	TS	0.00 	8
Soil_0021192504	TS	0.00 	6
DSM_0158215948	TS	0.08 	13
Soil_0139124415	TS	0.00 	6
Soil_0082455139	TS	0.01 	85
DSM_0336941435	TS	0.00 	10
Soil_0110203815	TS	0.00 	11
DSM_0042917701	TS	0.00 	19
Soil_0078374087	TS	0.04 	23
DSM_0021988944	TS	0.00 	14
Soil_0073615102	TS	0.00 	25
DSM_0309743334	TS	0.00 	3
DSM_0170645963	TS	0.00 	18
DSM_0501241573	TS	0.11 	9
DSM_0154824413	TS	0.14 	7
DSM_0074226436	TS	0.07 	15
Soil_0118469522	TS	0.02 	46
Soil_0093947212	TS	0.00 	5
Soil_0034953700	TS	0.00 	6
DSM_0417138734	TS	0.00 	9
DSM_0045154013	TS	0.00 	21
DSM_0322536252	TS	0.08 	26
DSM_0403083241	TS	0.00 	8
DSM_0186638850	TS	0.00 	3
DSM_0101773095	TS	0.14 	7
Soil_0026909315	TS	0.00 	14
DSM_0470745973	TS	0.13 	15
OM-RGC.v2.000496092	TS	0.00 	14
DSM_0118593586	TS	0.00 	13
DSM_0370034067	TS	0.29 	7
DSM_0021147532	TS	0.33 	9
DSM_0250564679	TS	0.00 	8
DSM_0428914581	TS	0.00 	12
DSM_0017611237	TS	0.00 	6
DSM_0440214262	TS	0.17 	6
DSM_0207155149	TS	0.05 	20
Soil_0018403090	TS	0.13 	8
DSM_0418426702	TS	0.00 	8
DSM_0426865484	TS	0.00 	5
Soil_0113171829	TS	0.03 	29
Soil_0150377373	TS	0.10 	10
OM-RGC.v2.023372874	TS	0.00 	3
DSM_0142525928	TS	0.13 	8
DSM_0126340640	TS	0.17 	6
DSM_0246236465	TS	0.00 	4
Soil_0036758466	TS	0.03 	79
Soil_0050012433	TS	0.06 	18
DSM_0067933691	TS	0.00 	11
DSM_0491226127	TS	0.00 	7
Soil_0007382471	TS	0.00 	78
DSM_0357390822	TS	0.00 	10
DSM_0051207749	TS	0.00 	13
DSM_0261668194	TS	0.25 	8
OM-RGC.v2.024065477	TS	0.03 	29
DSM_0193307144	TS	0.18 	28
DSM_0500278188	TS	0.00 	5
DSM_0228226399	TS	0.03 	95
DSM_0455288463	TS	0.00 	5
DSM_0144633511	TS	0.25 	4
DSM_0256611542	TS	0.00 	5
Soil_0137253584	TS	0.01 	83
Soil_0148250565	TS	0.01 	227
DSM_0278147020	TS	0.00 	6
DSM_0483788514	TS	0.00 	3
DSM_0092377199	TS	0.00 	18
Soil_0077428318	TS	0.08 	26
DSM_0010750586	TS	0.17 	6
Soil_0094586501	TS	0.00 	9
DSM_0246269868	TS	0.00 	4
DSM_0054035384	TS	0.00 	8
DSM_0414759206	TS	0.00 	6
DSM_0384952032	TS	0.00 	5
DSM_0455335824	TS	0.00 	20
DSM_0245031308	TS	0.00 	3
DSM_0448597163	TS	0.00 	9
DSM_0351474943	TS	0.00 	8
DSM_0216818883	TS	0.00 	16
Soil_0000838581	TS	0.17 	6
Soil_0028515876	TS	0.08 	12
DSM_0342164111	TS	0.08 	12
OM-RGC.v2.029686814	TS	0.00 	6
Soil_0059195565	TS	0.00 	25
DSM_0004648264	TS	0.00 	4
Soil_0016606190	TS	0.00 	25
DSM_0376848489	TS	0.00 	6
DSM_0203569554	TS	0.02 	59
DSM_0420971854	TS	0.08 	26
DSM_0484384670	TS	0.00 	6
Soil_0056034936	TS	0.00 	6
DSM_0112794435	TS	0.00 	20
DSM_0498321250	TS	0.00 	6
Soil_0090733325	TS	0.08 	12
DSM_0103041227	TS	0.00 	9
DSM_0344862875	TS	0.00 	4
DSM_0329841602	TS	0.00 	6
DSM_0457736406	TS	0.00 	10
DSM_0115582000	TS	0.13 	16
DSM_0462366224	TS	0.00 	19
Soil_0096955216	TS	0.07 	14
Soil_0071018996	TS	0.00 	11
Soil_0092600309	TS	0.06 	52
OM-RGC.v2.034892936	TS	0.00 	5
DSM_0105153530	TS	0.00 	22
DSM_0227390525	TS	0.02 	55
DSM_0202333573	TS	0.00 	8
DSM_0190869011	TS	0.04 	25
DSM_0413849769	TS	0.00 	6
DSM_0277426206	TS	0.00 	26
DSM_0038925632	TS	0.00 	7
Soil_0144518163	TS	0.00 	15
DSM_0211096022	TS	0.00 	22
Soil_0076918424	TS	0.00 	3
DSM_0023220463	TS	0.00 	3
DSM_0065984091	TS	0.05 	20
Soil_0002902076	TS	0.04 	100
DSM_0476015916	TS	0.00 	3
DSM_0384227869	TS	0.00 	19
DSM_0187568143	TS	0.00 	7
DSM_0210232027	TS	0.06 	18
Soil_0001445251	TS	0.20 	10
Soil_0137764867	TS	0.11 	37
DSM_0422427853	TS	0.00 	9
DSM_0496036468	TS	0.10 	10
DSM_0259931150	TS	0.29 	7
DSM_0008036174	TS	0.00 	4
DSM_0306463100	TS	0.25 	4
DSM_0307228861	TS	0.00 	78
Soil_0019544804	TS	0.00 	39
DSM_0001320989	TS	0.00 	18
DSM_0080431312	TS	0.00 	4
DSM_0250664069	TS	0.07 	15
DSM_0406800622	TS	0.00 	9
Soil_0005190437	TS	0.03 	29
DSM_0190098901	TS	0.00 	3
DSM_0388412340	TS	0.00 	5
DSM_0229813454	TS	0.00 	26
Soil_0022939055	TS	0.00 	37
DSM_0128862482	TS	0.01 	160
DSM_0345046031	TS	0.06 	16
DSM_0399760300	TS	0.00 	3
DSM_0176084314	TS	0.05 	19
Soil_0150808296	TS	0.05 	20
DSM_0047149621	TS	0.00 	3
DSM_0442126573	TS	0.00 	5
DSM_0309953766	TS	0.00 	3
DSM_0167015740	TS	0.00 	5
DSM_0207757831	TS	0.00 	3
DSM_0267624304	TS	0.00 	3
OM-RGC.v2.038112636	TS	0.06 	36
DSM_0120881386	TS	0.00 	70
DSM_0369015998	TS	0.00 	3
DSM_0040261852	TS	0.00 	5
DSM_0452237192	TS	0.33 	3
DSM_0374847984	TS	0.00 	5
Soil_0072509535	TS	0.15 	13
DSM_0037188268	TS	0.01 	70
DSM_0070922879	TS	0.04 	27
Soil_0114822848	TS	0.32 	19
OM-RGC.v2.011509549	TS	0.08 	12
Soil_0106574394	TS	0.20 	5
DSM_0036566897	TS	0.04 	28
DSM_0383008865	TS	0.38 	8
Soil_0129351604	TS	0.20 	5
DSM_0465036999	TS	0.27 	15
OM-RGC.v2.006521014	TS	0.25 	4
DSM_0128480936	TS	0.00 	16
DSM_0253491476	TS	0.43 	7
Soil_0067184427	TS	0.00 	10
Soil_0150646626	TS	0.06 	65
Soil_0059887687	TS	0.05 	76
DSM_0480658973	TS	0.00 	4
DSM_0196939038	TS	0.06 	17
DSM_0233019740	TS	0.00 	12
DSM_0303467417	TS	0.00 	7
DSM_0215289435	TS	0.03 	38
DSM_0014597727	TS	0.00 	15
DSM_0156876334	TS	0.00 	21
DSM_0148892957	TS	0.00 	7
Soil_0052550288	TS	0.00 	6
DSM_0398840057	TS	0.00 	3
DSM_0244454916	TS	0.00 	17
DSM_0255439521	TS	0.00 	11
DSM_0260235598	TS	0.19 	21
DSM_0166410642	TS	0.00 	8
DSM_0156541272	TS	0.14 	7
DSM_0262578462	TS	0.08 	48
DSM_0190361157	TS	0.00 	3
DSM_0484735356	TS	0.06 	16
DSM_0194937000	TS	0.00 	11
DSM_0455606924	TS	0.00 	7
DSM_0325120172	TS	0.09 	64
DSM_0385328632	TS	0.09 	22
DSM_0469964123	TS	0.00 	12
Soil_0144349302	TS	0.00 	14
DSM_0015754914	TS	0.25 	4
DSM_0281735546	TS	0.00 	11
Soil_0157962876	TS	0.05 	42
OM-RGC.v2.012450739	TS	0.05 	22
OM-RGC.v2.000190332	TS	0.00 	5
DSM_0025243609	TS	0.00 	29
DSM_0485937501	TS	0.00 	3
DSM_0384541288	TS	0.00 	3
Soil_0030172495	TS	0.20 	5
DSM_0210437916	TS	0.00 	4
DSM_0070463936	TS	0.00 	13
Soil_0044721987	TS	0.01 	180
DSM_0446711644	TS	0.00 	18
DSM_0448588903	TS	0.00 	6
Soil_0109361568	TS	0.08 	37
Soil_0053493242	TS	0.00 	39
Soil_0086765425	TS	0.00 	15
Soil_0144875987	TS	0.00 	19
DSM_0171406348	TS	0.00 	8
Soil_0096556484	TS	0.10 	42
DSM_0111318502	TS	0.00 	3
DSM_0387499559	TS	0.19 	16
DSM_0435077611	TS	0.00 	5
OM-RGC.v2.029461444	TS	0.10 	10
DSM_0140274235	TS	0.00 	4
DSM_0105424473	TS	0.00 	6
DSM_0469815394	TS	0.00 	60
DSM_0206000617	TS	0.00 	5
DSM_0268212381	TS	0.05 	64
Soil_0005884376	TS	0.03 	78
DSM_0455592010	TS	0.00 	5
DSM_0082207665	TS	0.00 	8
DSM_0015986810	TS	0.13 	16
DSM_0402010493	TS	0.00 	10
DSM_0339705953	TS	0.00 	17
DSM_0114576468	TS	0.00 	5
Soil_0054195412	TS	0.05 	42
DSM_0285618219	TS	0.07 	45
DSM_0479467915	TS	0.02 	84
DSM_0328988991	TS	0.33 	6
DSM_0079586756	TS	0.00 	7
Soil_0032189706	TS	0.00 	39
DSM_0164988083	TS	0.00 	3
DSM_0126316410	TS	0.00 	22
Soil_0099181678	TS	0.02 	87
DSM_0153971825	TS	0.40 	5
DSM_0187178172	TS	0.25 	4
DSM_0359178496	TS	0.00 	3
DSM_0079720658	TS	0.00 	4
Soil_0025117099	TS	0.00 	12
DSM_0484391353	TS	0.01 	152
DSM_0461262740	TS	0.33 	3
Soil_0036586458	TS	0.13 	16
DSM_0018772110	TS	0.00 	30
DSM_0363592688	TS	0.00 	8
Soil_0078577166	TS	0.00 	3
DSM_0302878925	TS	0.00 	5
Soil_0148957814	TS	0.00 	24
DSM_0009259122	TS	0.07 	14
DSM_0353195824	TS	0.11 	36
Soil_0011251235	TS	0.00 	6
DSM_0053341296	TS	0.09 	11
DSM_0212855215	TS	0.00 	8
DSM_0024321434	TS	0.00 	4
DSM_0016098740	TS	0.00 	19
DSM_0499406342	TS	0.00 	12
Soil_0017425498	TS	0.00 	8
OM-RGC.v2.015936935	TS	0.13 	15
DSM_0263632447	TS	0.17 	6
DSM_0000296975	TS	0.00 	8
DSM_0144296339	TS	0.04 	28
DSM_0064182826	TS	0.00 	6
DSM_0490191168	TS	0.00 	17
Soil_0102374584	TS	0.01 	70
DSM_0023675214	TS	0.14 	7
DSM_0074771567	TS	0.17 	18
DSM_0454843863	TS	0.04 	26
DSM_0321789897	TS	0.02 	50
DSM_0172874802	TS	0.09 	11
DSM_0444922711	TS	0.08 	13
DSM_0134274284	TS	0.00 	19
DSM_0391005224	TS	0.21 	14
DSM_0248879571	TS	0.00 	51
DSM_0024427015	TS	0.00 	6
Soil_0123309120	TS	0.00 	11
Soil_0007184459	TS	0.02 	60
OM-RGC.v2.007053519	TS	0.00 	6
DSM_0149743190	TS	0.21 	24
DSM_0370578523	TS	0.00 	3
DSM_0377122170	TS	0.10 	21
DSM_0125465367	TS	0.00 	7
Soil_0001872930	TS	0.00 	17
DSM_0484282770	TS	0.00 	3
DSM_0312576815	TS	0.08 	13
DSM_0093882728	TS	0.00 	23
DSM_0286930170	TS	0.27 	11
DSM_0194193430	TS	0.00 	9
DSM_0452966319	TS	0.00 	19
DSM_0057207083	TS	0.00 	13
DSM_0239739609	TS	0.00 	34
OM-RGC.v2.037064321	TS	0.00 	8
Soil_0130620972	TS	0.07 	27
